epoch	acc	loss	val_acc	val_loss
0	0.16724692019282272	5.746802474830517	0.020833333333333332	7.278336234319777
1	0.3347616497054097	4.115649358180352	0.06845238095238096	6.5435890788123725
2	0.44630423135532693	3.057702317873807	0.12202380952380952	5.875320511772519
3	0.5396357792931952	2.2700052597207314	0.2648809523809524	4.135596986044021
4	0.626405998960688	1.6331377734330867	0.36607142857142855	3.5928264027550108
5	0.7182645956398526	1.1263567852539753	0.46845238095238095	3.435157788935162
6	0.8007498660634148	0.7520651123264478	0.5196428571428572	3.081320138488497
7	0.8658275307980717	0.5186233785887358	0.6130952380952381	2.6774114762033734
8	0.9104177825388323	0.3398062794379008	0.6470238095238096	2.6108909692083087
9	0.926486341724692	0.28579298086787647	0.6482142857142857	2.558030320207278
10	0.9349223352972683	0.2594313697737802	0.6244047619047619	2.688400197312945
11	0.9547402249598286	0.17585204689637282	0.6791666666666667	2.455190870023909
12	0.9639796464916979	0.1292443857967243	0.7029761904761904	2.2473437794617244
13	0.9682645956079271	0.1282538463836451	0.6767857142857143	2.5447697472004664
14	0.9677289769683985	0.12047006950020814	0.7113095238095238	2.1564254746550606
15	0.976298875200857	0.0997645767116555	0.7148809523809524	2.2517287387024787
16	0.9833958221746116	0.06863604792584299	0.7327380952380952	1.9957637941553479
17	0.9839314408141403	0.0643169830117253	0.718452380952381	2.104036510440831
18	0.9851365827530798	0.06278271242067314	0.7160714285714286	2.1752108676802546
19	0.9828602035670084	0.06688238734046564	0.725	2.1010949687233995
20	0.991831815747188	0.03128214035095334	0.7464285714285714	1.8922579239965194
21	0.9966523835029459	0.01635498790284352	0.7494047619047619	1.87181496084446
22	0.9973219068023568	0.013309529603253297	0.7523809523809524	1.8515439867529842
23	0.9978575254418853	0.01091327767824747	0.7535714285714286	1.8436296564571204
24	0.998393144081414	0.00904714541883904	0.7577380952380952	1.8450552828122109
25	0.9985270487412962	0.008580720080509826	0.756547619047619	1.83537846655984
26	0.9993304767005892	0.006523946943278145	0.7589285714285714	1.833256450610324
27	0.9985270487412962	0.007386223218224426	0.7589285714285714	1.8457344230441821
28	0.9987948580610605	0.006535123986923836	0.756547619047619	1.8361060479921953
29	0.9982592394215318	0.0077476258780324325	0.7601190476190476	1.8288737031941613
30	0.9993304767005892	0.005138929246321977	0.7607142857142857	1.822662975594756
31	0.9982592394215318	0.007273651392908815	0.7589285714285714	1.825752810672635
32	0.9995985010706638	0.004222418040379172	0.7589285714285714	1.8280808444445331
33	0.9990621650589496	0.005727876627513985	0.7583333333333333	1.8305904274895077
34	0.9987948580610605	0.005995459388929835	0.7577380952380952	1.8313118738077936
35	0.9991970021413277	0.0052457817309641734	0.7601190476190476	1.8315798356951702
36	0.9986602357984995	0.007046470187976039	0.7595238095238095	1.8296185525311601
37	0.998393144081414	0.006678812229256145	0.7601190476190476	1.8284796612780718
38	0.9993304767005892	0.005377424336213746	0.7595238095238095	1.8303969359291452
39	0.9990626673808248	0.004931494445708305	0.7601190476190476	1.8275532354911168
